1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
1314, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1315, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1316, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1317, ocean, minecraft:ocean, MONSTER, minecraft:slime, 30, 4, 4
1318, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 4, 4
1319, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1320, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 30, 4, 4
1321, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1322, ocean, minecraft:ocean, MONSTER, quark:stoneling, 10, 1, 1
1323, ocean, minecraft:ocean, MONSTER, quark:toretoise, 10, 2, 4
1324, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1325, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1326, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1327, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1328, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1329, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 5, 3, 6
1330, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1331, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1332, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1333, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1334, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1335, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1336, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1337, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 30, 4, 4
1338, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 30, 4, 4
1339, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1340, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1341, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1342, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 10, 1, 1
1343, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 10, 2, 4
1344, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1345, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1346, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 20, 1, 2
1347, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1348, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 20, 1, 2
1349, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 12, 2, 3
1350, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1351, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1352, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1353, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1354, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1355, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1356, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1357, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1358, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1359, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1360, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1361, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 30, 4, 4
1362, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 30, 4, 4
1363, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1364, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1365, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1366, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 10, 1, 1
1367, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 10, 2, 4
1368, ocean, minecraft:cold_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
1369, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1370, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1371, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 20, 1, 2
1372, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 15, 3, 4
1373, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1374, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1375, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1376, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1377, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1378, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1379, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1380, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1381, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 30, 4, 4
1382, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 30, 4, 4
1383, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1384, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1385, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1386, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 10, 1, 1
1387, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 10, 2, 4
1388, ocean, minecraft:deep_cold_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
1389, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1390, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1391, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 3
1392, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 25, 1, 1
1393, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 30, 1, 2
1394, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 17, 3, 4
1395, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1396, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1397, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1398, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1399, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1400, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1401, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
1402, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1403, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1404, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1405, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 30, 4, 4
1406, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 30, 4, 4
1407, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1408, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1409, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1410, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 10, 1, 1
1411, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 10, 2, 4
1412, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
1413, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1414, ocean, minecraft:frozen_ocean, CREATURE, ecologics:penguin, 30, 4, 5
1415, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 30, 1, 2
1416, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1417, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1418, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 3
1419, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 30, 3, 4
1420, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1421, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 30, 2, 3
1422, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1423, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1424, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1425, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1426, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1427, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1428, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 30, 4, 4
1429, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 30, 4, 4
1430, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1431, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1432, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1433, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 10, 1, 1
1434, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 10, 2, 4
1435, ocean, minecraft:deep_frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
1436, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 30, 1, 2
1437, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1438, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1439, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 3
1440, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 25, 1, 1
1441, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 30, 1, 2
1442, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 30, 3, 4
1443, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1444, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1445, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 30, 2, 3
1446, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1447, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1448, none, minecraft:mushroom_fields, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1449, none, minecraft:mushroom_fields, MONSTER, quark:stoneling, 10, 1, 1
1450, none, minecraft:mushroom_fields, MONSTER, quark:toretoise, 10, 2, 4
1451, none, minecraft:mushroom_fields, CREATURE, alexsmobs:bunfungus, 10, 1, 1
1452, none, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
1453, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1454, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1455, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1456, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1457, none, minecraft:mushroom_fields, CREATURE, cnb:lizard, 10, 1, 4
1458, none, minecraft:mushroom_fields, CREATURE, cnb:sporeling, 20, 3, 5
1459, none, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 20, 1, 2
1460, none, minecraft:mushroom_fields, CREATURE, extendedmushrooms:mushroom_sheep, 10, 4, 8
1461, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1462, none, minecraft:mushroom_fields, CREATURE, mythicmounts:colelytra, 10, 2, 3
1463, none, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
1464, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1465, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1466, none, minecraft:mushroom_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1467, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 30, 1, 1
1468, none, minecraft:dripstone_caves, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1469, none, minecraft:dripstone_caves, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1470, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1471, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:dripstone_creeper, 30, 2, 2
1472, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 30, 4, 4
1473, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1474, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 30, 4, 4
1475, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 30, 4, 4
1476, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 30, 4, 4
1477, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1478, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 30, 4, 4
1479, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1480, none, minecraft:dripstone_caves, MONSTER, quark:stoneling, 10, 1, 1
1481, none, minecraft:dripstone_caves, MONSTER, quark:toretoise, 10, 2, 4
1482, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1483, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1484, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1485, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1486, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
1487, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1488, none, minecraft:dripstone_caves, AMBIENT, mythicmounts:dragon, 1, 1, 1
1489, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1490, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1491, none, minecraft:lush_caves, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
1492, none, minecraft:lush_caves, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
1493, none, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1494, none, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 30, 2, 2
1495, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1496, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 30, 4, 4
1497, none, minecraft:lush_caves, MONSTER, minecraft:slime, 30, 4, 4
1498, none, minecraft:lush_caves, MONSTER, minecraft:spider, 30, 4, 4
1499, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1500, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 30, 4, 4
1501, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1502, none, minecraft:lush_caves, MONSTER, quark:stoneling, 10, 1, 1
1503, none, minecraft:lush_caves, MONSTER, quark:toretoise, 10, 2, 4
1504, none, minecraft:lush_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1505, none, minecraft:lush_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1506, none, minecraft:lush_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1507, none, minecraft:lush_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1508, none, minecraft:lush_caves, CREATURE, cnb:sporeling, 30, 3, 5
1509, none, minecraft:lush_caves, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
1510, none, minecraft:lush_caves, CREATURE, friendsandfoes:glare, 10, 1, 1
1511, none, minecraft:lush_caves, AMBIENT, alexsmobs:flutter, 13, 2, 4
1512, none, minecraft:lush_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
1513, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1514, none, minecraft:lush_caves, AMBIENT, mythicmounts:dragon, 1, 1, 1
1515, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1516, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1517, none, minecraft:lush_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1518, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 10, 3, 7
1519, none, minecraft:deep_dark, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1520, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1521, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
1522, nether, minecraft:nether_wastes, MONSTER, cnb:sporeling, 30, 2, 4
1523, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1524, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 30, 4, 4
1525, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1526, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1527, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 30, 4, 4
1528, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 10, 1, 2
1529, nether, minecraft:nether_wastes, CREATURE, alexsmobs:laviathan, 30, 1, 1
1530, nether, minecraft:nether_wastes, CREATURE, cnb:cindershell, 30, 2, 8
1531, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 30, 1, 2
1532, nether, minecraft:nether_wastes, AMBIENT, mythicmounts:nightmare, 15, 1, 2
1533, nether, minecraft:nether_wastes, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
1534, nether, minecraft:nether_wastes, WATER_AMBIENT, netherdepthsupgrade:eyeball_fish, 3, 2, 4
1535, nether, minecraft:nether_wastes, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
1536, nether, minecraft:nether_wastes, WATER_AMBIENT, netherdepthsupgrade:glowdine, 10, 4, 6
1537, nether, minecraft:nether_wastes, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
1538, nether, minecraft:warped_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1539, nether, minecraft:warped_forest, MONSTER, cnb:sporeling, 10, 2, 4
1540, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1541, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 10, 4, 4
1542, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1543, nether, minecraft:warped_forest, CREATURE, alexsmobs:laviathan, 30, 1, 1
1544, nether, minecraft:warped_forest, CREATURE, alexsmobs:warped_toad, 30, 5, 5
1545, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 30, 1, 2
1546, nether, minecraft:warped_forest, AMBIENT, mythicmounts:netherbat, 15, 1, 1
1547, nether, minecraft:warped_forest, AMBIENT, sprout:bounce_bug, 25, 1, 4
1548, nether, minecraft:warped_forest, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
1549, nether, minecraft:warped_forest, WATER_AMBIENT, netherdepthsupgrade:lava_pufferfish, 15, 1, 5
1550, nether, minecraft:warped_forest, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
1551, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1552, nether, minecraft:crimson_forest, MONSTER, cnb:sporeling, 30, 2, 4
1553, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 10, 4, 4
1554, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1555, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1556, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1557, nether, minecraft:crimson_forest, CREATURE, alexsmobs:laviathan, 30, 1, 1
1558, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 30, 1, 2
1559, nether, minecraft:crimson_forest, AMBIENT, mythicmounts:netherbat, 15, 1, 1
1560, nether, minecraft:crimson_forest, AMBIENT, sprout:bounce_bug, 25, 1, 4
1561, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
1562, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:eyeball_fish, 3, 2, 4
1563, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
1564, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:lava_pufferfish, 15, 1, 5
1565, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
1566, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:wither_bonefish, 10, 1, 3
1567, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1568, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1569, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 30, 4, 4
1570, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1571, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1572, nether, minecraft:soul_sand_valley, MONSTER, quark:foxhound, 10, 1, 1
1573, nether, minecraft:soul_sand_valley, MONSTER, quark:wraith, 10, 1, 3
1574, nether, minecraft:soul_sand_valley, CREATURE, alexsmobs:laviathan, 30, 1, 1
1575, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 30, 1, 2
1576, nether, minecraft:soul_sand_valley, AMBIENT, mythicmounts:nightmare, 15, 1, 2
1577, nether, minecraft:soul_sand_valley, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
1578, nether, minecraft:soul_sand_valley, WATER_AMBIENT, netherdepthsupgrade:glowdine, 10, 4, 6
1579, nether, minecraft:soul_sand_valley, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
1580, nether, minecraft:soul_sand_valley, WATER_AMBIENT, netherdepthsupgrade:soulsucker, 10, 1, 2
